Time	Map	Map Status	Player Name	Player Team	Kills	Assists	Deaths	MVPs	Score	Current Equip. Value	Round Kills	Round HS Kills
1515800923	de_cache	live	dumby	T	17.0	5.0	15.0	5.0	45.0	5000.0	0.0	0.0
1515801079	de_cache	live	dumby	T	20.0	5.0	15.0	6.0	52.0	4400.0	3.0	0.0
1515801135	de_cache	live	dumby	T	21.0	5.0	16.0	6.0	54.0	5000.0	1.0	0.0
1515801296	de_cache	live	dumby	T	21.0	5.0	16.0	6.0	54.0	7150.0	0.0	0.0
1515801407	de_cache	live	dumby	T	23.0	5.0	16.0	7.0	58.0	7350.0	2.0	0.0
1515801483	de_cache	live	dumby	T	24.0	5.0	17.0	7.0	60.0	7350.0	1.0	0.0
1515801582	de_cache	live	dumby	T	25.0	5.0	18.0	7.0	63.0	5000.0	1.0	1.0
1515801672	de_cache	live	dumby	T	26.0	5.0	19.0	7.0	65.0	5000.0	1.0	0.0
1515801707	de_cache	gameover										
1515803299	de_cache	live	dumby	CT	1.0	0.0	0.0	0.0	2.0	850.0	1.0	1.0
1515803389	de_cache	live	dumby	CT	3.0	0.0	1.0	0.0	6.0	4700.0	2.0	1.0
1515803444	de_cache	live	dumby	CT	5.0	0.0	1.0	0.0	10.0	3800.0	2.0	1.0
1515803527	de_cache	live	dumby	CT	5.0	0.0	2.0	0.0	10.0	4600.0	0.0	0.0
1515803591	de_cache	live	dumby	CT	5.0	0.0	2.0	0.0	10.0	4550.0	0.0	0.0
1515803647	de_cache	live	dumby	CT	5.0	0.0	3.0	0.0	10.0	5400.0	0.0	0.0
1515803763	de_cache	live	dumby	CT	6.0	0.0	4.0	0.0	12.0	5700.0	1.0	1.0
1515803800	de_cache	live	dumby	CT	6.0	0.0	5.0	0.0	12.0	500.0	0.0	0.0
1515803932	de_cache	live	dumby	CT	10.0	0.0	5.0	1.0	20.0	5150.0	4.0	2.0
1515803989	de_cache	live	dumby	CT	12.0	0.0	6.0	1.0	24.0	5800.0	2.0	0.0
1515804051	de_cache	live	dumby	CT	12.0	0.0	7.0	2.0	24.0	5650.0	0.0	0.0
1515804136	de_cache	live	dumby	CT	12.0	0.0	8.0	2.0	24.0	4850.0	0.0	0.0
1515804315	de_cache	live	dumby	CT	12.0	0.0	9.0	2.0	24.0	4350.0	0.0	0.0
1515804433	de_cache	live	dumby	CT	12.0	1.0	10.0	2.0	25.0	200.0	0.0	0.0
1515804475	de_cache	live	dumby	CT	12.0	1.0	11.0	2.0	25.0	3250.0	0.0	0.0
1515804564	de_cache	live	dumby	T	14.0	1.0	12.0	2.0	30.0	200.0	2.0	2.0
1515804661	de_cache	live	dumby	T	16.0	1.0	12.0	3.0	34.0	4100.0	2.0	0.0
1515804722	de_cache	live	dumby	T	18.0	1.0	12.0	3.0	40.0	5300.0	2.0	0.0
1515804812	de_cache	live	dumby	T	20.0	1.0	13.0	3.0	48.0	4900.0	2.0	1.0
1515804874	de_cache	live	dumby	T	21.0	2.0	14.0	3.0	51.0	5000.0	1.0	1.0
1515805039	de_cache	live	dumby	T	22.0	2.0	15.0	3.0	53.0	4800.0	1.0	0.0
1515805122	de_cache	live	dumby	T	22.0	2.0	16.0	3.0	53.0	4900.0	0.0	0.0
1515805253	de_cache	live	dumby	T	23.0	3.0	17.0	3.0	56.0	5000.0	1.0	0.0
1515805254	de_cache	gameover	dumby	T	23.0	4.0	17.0	3.0	57.0	5000.0	1.0	0.0
